City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current description
329,Saint-Philippe,RE,-21.3585,55.7679,65.75,75,31,10.45,scattered clouds
330,Spencer,US,43.1414,-95.1444,73.8,80,68,10.42,broken clouds
331,Qandala,SO,11.472,49.8728,87.66,51,62,24.7,broken clouds
332,Sinnamary,GF,5.3833,-52.95,77.25,87,80,8.55,broken clouds
333,Nayoro,JP,44.3506,142.4578,81.7,62,86,3.94,overcast clouds
334,Chicama,PE,-7.8447,-79.1469,64.65,83,22,8.32,few clouds
335,Harper,LR,4.375,-7.7169,75.97,75,100,4.79,overcast clouds
336,San Jose,US,37.3394,-121.895,86.52,48,1,1.99,clear sky
337,Adrar,MR,20.5022,-10.0711,92.21,30,100,20.92,overcast clouds
338,Pacific Grove,US,36.6177,-121.9166,82.45,81,1,1.99,clear sky
339,Poum,NC,-20.2333,164.0167,72.99,70,97,18.79,overcast clouds
340,Araouane,ML,18.9048,-3.5265,93.6,30,0,16.02,clear sky
341,Sawakin,SD,19.1059,37.3321,89.06,51,100,2.57,overcast clouds
342,Bonavista,CA,48.6499,-53.1147,59.45,72,6,16.46,clear sky
343,Bom Sucesso,BR,-21.0331,-44.7581,57.87,61,4,2.82,clear sky
344,Sapouy,BF,11.5544,-1.7736,76.98,70,51,5.5,broken clouds
345,Sur,OM,22.5667,59.5289,84.92,74,98,7.0,overcast clouds
346,Jiuquan,CN,39.7432,98.5174,76.86,36,85,3.62,overcast clouds
347,Odweyne,SO,9.4092,45.064,70.79,62,100,18.61,overcast clouds
348,Goundam,ML,16.4145,-3.6708,89.89,35,100,10.29,overcast clouds
349,Vitim,RU,59.4511,112.5578,76.51,45,100,9.55,overcast clouds
350,Andra,RU,62.5147,65.8878,49.03,58,3,6.58,clear sky
351,Arlit,NE,18.7369,7.3853,90.91,33,99,14.09,overcast clouds
352,Alamosa,US,37.4695,-105.87,65.66,77,90,3.44,overcast clouds
353,Srednekolymsk,RU,67.45,153.6833,73.69,41,26,17.38,scattered clouds
354,Westport,US,41.1415,-73.3579,80.15,90,1,3.0,clear sky
355,Allapalli,IN,19.4167,80.0667,76.06,93,91,3.36,overcast clouds
356,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,71.67,99,40,1.36,scattered clouds
357,Ilulissat,GL,69.2167,-51.1,41.02,81,90,13.8,overcast clouds
358,Nisia Floresta,BR,-6.0911,-35.2086,76.01,91,6,8.21,clear sky
359,Opuwo,NA,-18.0607,13.84,54.79,39,0,9.33,clear sky
360,Calama,CL,-22.4667,-68.9333,49.46,41,67,1.97,broken clouds
361,Baruun-Urt,MN,46.6806,113.2792,73.51,50,0,7.45,clear sky
362,Hoquiam,US,46.9809,-123.8893,77.94,60,90,12.66,overcast clouds
363,Dauphin,CA,51.1494,-100.0502,73.9,52,65,6.04,broken clouds
364,Turda,RO,46.5667,23.7833,69.64,80,0,1.92,clear sky
365,Santa Ana,US,33.7456,-117.8678,96.35,60,1,4.0,clear sky
366,Udachnyy,RU,66.4167,112.4,55.63,43,11,3.09,few clouds
367,Vestmannaeyjar,IS,63.4427,-20.2734,50.49,82,30,20.31,scattered clouds
368,Ambilobe,MG,-13.2,49.05,64.44,83,2,3.8,clear sky
369,Namatanai,PG,-3.6667,152.4333,83.62,77,83,11.97,light rain
370,Nome,US,64.5011,-165.4064,55.17,82,90,14.97,overcast clouds
371,Saint George,US,37.1041,-113.5841,101.62,26,1,3.0,clear sky
372,Tarakan,ID,3.3,117.6333,76.5,88,75,11.5,broken clouds
373,Lalibela,ET,12.0333,39.0333,55.58,92,100,1.95,moderate rain
374,Halifax,CA,44.6453,-63.5724,65.41,86,94,8.99,overcast clouds
375,Matay,EG,28.419,30.7792,79.21,40,1,9.04,clear sky
376,Huarmey,PE,-10.0681,-78.1522,64.53,83,46,11.34,scattered clouds
377,Kenai,US,60.5544,-151.2583,66.02,75,1,13.8,clear sky
378,Westerly,US,41.3776,-71.8273,77.05,92,1,4.61,clear sky
379,Ancud,CL,-41.8697,-73.8203,45.59,78,27,4.52,scattered clouds
380,Salmas,IR,38.1973,44.7653,60.1,89,11,1.59,few clouds
381,Zhuhai,CN,22.2769,113.5678,90.72,79,20,4.61,light rain
382,Sheltozero,RU,61.3667,35.3667,66.13,72,3,4.41,clear sky
383,Gazanjyk,TM,39.2446,55.5154,80.19,19,44,8.99,scattered clouds
384,Tete,MZ,-16.1564,33.5867,67.55,78,39,8.93,scattered clouds
385,Fairbanks,US,64.8378,-147.7164,67.23,73,90,12.66,overcast clouds
386,Bagdarin,RU,54.4333,113.6,57.45,97,100,0.56,light rain
387,Sibolga,ID,1.7427,98.7792,78.1,76,98,1.97,overcast clouds
388,Belmonte,BR,-15.8631,-38.8828,72.1,88,0,5.28,clear sky
389,Vostok,RU,46.4856,135.8833,83.61,60,100,2.42,overcast clouds
390,Goderich,CA,43.7501,-81.7165,75.9,80,100,10.85,overcast clouds
391,Srikakulam,IN,18.3,83.9,81.05,84,45,7.43,scattered clouds
392,Puerto Quijarro,BO,-17.7833,-57.7667,74.98,41,0,2.68,clear sky
393,Paldiski,EE,59.3567,24.0531,68.92,93,7,2.91,clear sky
394,Seymchan,RU,62.8833,152.4333,74.35,38,100,8.75,overcast clouds
395,Sept-Iles,CA,50.2001,-66.3821,60.26,92,100,5.01,overcast clouds
396,Jalalabad,AF,34.4265,70.4515,84.34,60,0,1.25,clear sky
397,Maldonado,UY,-34.6667,-54.9167,51.22,95,100,7.76,overcast clouds
398,Wuwei,CN,37.9281,102.6414,76.05,39,38,2.98,scattered clouds
399,Benito Juarez,MX,19.385,-99.165,62.42,80,75,5.01,broken clouds
400,Viedma,AR,-40.8135,-62.9967,46.65,43,95,8.97,overcast clouds
401,Syracuse,IT,37.0881,15.2792,76.62,77,0,9.28,clear sky
402,Payson,US,40.0444,-111.7321,90.55,22,75,10.36,broken clouds
403,Elko,US,41.0002,-115.5012,95.02,4,74,7.0,broken clouds
404,Hornepayne,CA,49.2138,-84.7705,63.95,62,100,3.33,overcast clouds
405,Menongue,AO,-14.6585,17.691,50.63,52,0,7.65,clear sky
406,Kyshtovka,RU,56.555,76.6271,52.79,98,100,8.79,light rain
407,Darnah,LY,32.767,22.6367,79.07,81,0,17.92,clear sky
408,Isoka,ZM,-10.1606,32.6335,54.64,88,0,1.74,clear sky
409,Bilma,NE,18.6853,12.9164,92.7,13,23,11.56,few clouds
410,Sorong,ID,-0.8833,131.25,81.18,82,100,8.86,overcast clouds
411,Iralaya,HN,15.0,-83.2333,80.22,85,45,10.67,scattered clouds
412,Asekeyevo,RU,53.5742,52.7972,55.87,64,5,2.98,clear sky
413,Magdalena,PH,14.1999,121.429,86.43,70,99,0.83,overcast clouds
414,Trelew,AR,-43.249,-65.3051,48.76,51,1,19.37,clear sky
415,Ladario,BR,-19.0047,-57.6017,74.97,42,5,2.57,clear sky
416,Kiunga,PG,-6.1219,141.2906,78.87,91,100,2.1,overcast clouds
417,Omoljica,RS,44.7606,20.7281,84.24,64,0,6.46,clear sky
418,Iroquois Falls,CA,48.7669,-80.6831,61.38,89,96,2.37,overcast clouds
419,Finnsnes,NO,69.2296,17.9811,54.21,76,95,4.41,light rain
420,Namibe,AO,-15.1961,12.1522,65.26,79,2,7.78,clear sky
421,Derbent,RU,42.0678,48.2899,72.25,64,100,6.06,overcast clouds
422,Batticaloa,LK,7.7102,81.6924,80.6,77,100,1.48,moderate rain
423,Alice Town,BS,25.7167,-79.3,82.27,77,15,14.65,few clouds
424,Gigmoto,PH,13.7796,124.39,85.75,71,34,2.8,scattered clouds
425,Russell,US,32.3502,-85.1999,81.52,88,20,0.0,few clouds
426,Vila Franca Do Campo,PT,37.7167,-25.4333,66.61,79,36,3.27,scattered clouds
427,Nanortalik,GL,60.1432,-45.2371,45.99,83,2,9.06,clear sky
428,Edd,ER,13.9297,41.6925,92.82,55,100,4.05,overcast clouds
429,Acapulco,MX,16.8634,-99.8901,85.82,79,90,2.3,overcast clouds
430,Port Augusta,AU,-32.5,137.7667,60.71,52,68,16.44,broken clouds
431,Moratuwa,LK,6.773,79.8816,78.35,87,100,5.77,light rain
432,Santa Isabel,BR,-23.3156,-46.2214,70.66,62,28,2.68,scattered clouds
433,Manuk Mangkaw,PH,4.8,119.85,82.74,72,100,8.43,overcast clouds
434,La Rioja,ES,42.25,-2.5,52.05,87,100,3.56,overcast clouds
435,Varniai,LT,55.7406,22.3644,65.89,92,8,3.49,clear sky
436,Kuybysheve,UA,47.358,36.6491,66.96,51,0,7.67,clear sky
437,Llallagua,BO,-18.4167,-66.6333,46.11,47,53,3.0,broken clouds
438,Boende,CD,-0.2167,20.8667,78.1,55,100,2.17,overcast clouds
439,Anadyr,RU,64.75,177.4833,61.3,67,0,4.47,clear sky
440,High Level,CA,58.5169,-117.136,84.97,31,97,7.52,overcast clouds
441,Svetlogorsk,BY,52.6333,29.7333,68.68,85,15,7.2,few clouds
442,Solnechnyy,RU,50.7214,136.6319,71.17,100,100,2.93,overcast clouds
443,Boma,GH,7.0805,-2.1697,69.82,99,97,3.53,overcast clouds
444,Carlyle,US,38.6103,-89.3726,82.8,86,99,7.9,overcast clouds
445,Nipawin,CA,53.3668,-104.0009,77.32,48,0,4.5,clear sky
446,The Valley,AI,18.217,-63.0578,81.82,70,13,18.19,few clouds
447,Bubaque,GW,11.2833,-15.8333,80.17,82,99,14.25,light rain
448,Tucurui,BR,-3.7661,-49.6725,75.94,62,7,1.66,clear sky
449,Sungaipenuh,ID,-2.0833,101.3833,68.45,65,95,1.14,overcast clouds
450,Tarbagatay,RU,51.4803,107.3602,63.93,73,4,5.48,clear sky
451,San Quintin,MX,30.4833,-115.95,72.19,76,1,10.76,clear sky
452,Stromness,GB,58.965,-3.296,55.65,85,0,22.15,clear sky
453,Buenos Aires,AR,-34.6132,-58.3772,53.33,95,90,9.22,light intensity drizzle
454,Tres Arroyos,AR,-38.3739,-60.2798,42.22,66,7,8.75,clear sky
455,Ilhabela,BR,-23.7781,-45.3581,69.12,59,3,4.07,clear sky
456,Banda Aceh,ID,5.5577,95.3222,79.66,76,100,13.69,overcast clouds
457,Veraval,IN,20.9,70.3667,82.0,84,100,8.99,overcast clouds
458,Copiapo,CL,-27.3667,-70.3333,46.09,69,0,0.85,clear sky
459,Verkhnyaya Inta,RU,65.9811,60.3094,56.48,55,100,5.88,overcast clouds
460,Fort Nelson,CA,58.8053,-122.7002,74.53,39,84,10.74,broken clouds
461,Changji,CN,44.0167,87.3167,74.19,46,0,2.24,clear sky
462,Rudnogorsk,RU,57.2639,103.7519,65.41,68,100,2.84,overcast clouds
463,Houston,US,29.7633,-95.3633,85.05,77,1,3.0,clear sky
464,Broken Hill,AU,-31.95,141.4333,60.51,46,68,11.3,broken clouds
465,Laje,BR,-10.1833,-40.9667,71.19,68,96,12.26,overcast clouds
466,Miyako,JP,39.6367,141.9525,75.24,79,54,8.23,broken clouds
467,Craigieburn,AU,-37.6,144.95,59.4,77,20,21.85,few clouds
468,Jaciara,BR,-15.9653,-54.9683,69.84,36,0,2.86,clear sky
469,Batagay,RU,67.6333,134.6333,56.52,42,11,4.76,few clouds
470,Bambanglipuro,ID,-7.95,110.2833,61.61,74,100,9.78,overcast clouds
471,Kukes,AL,42.0769,20.4219,73.31,50,0,5.86,clear sky
472,Cifuentes,CU,22.645,-80.0461,80.91,83,20,6.91,few clouds
473,Siocon,PH,7.7061,122.1353,83.46,79,87,2.01,overcast clouds
474,Aykhal,RU,66.0,111.5,54.07,48,15,6.42,few clouds
475,Santander De Quilichao,CO,3.0095,-76.4849,65.88,93,50,2.89,scattered clouds
476,Teruel,ES,40.6667,-0.6667,60.76,80,100,0.72,overcast clouds
477,Kodinsk,RU,58.6881,99.1844,72.9,58,38,5.73,scattered clouds
478,Egvekinot,RU,66.3167,-179.1667,49.44,78,51,7.92,broken clouds
479,Bayan,CN,46.0833,127.4,83.35,76,75,11.36,broken clouds
480,Marienburg,PL,54.0359,19.0266,69.87,94,100,5.08,light rain
481,Komsomolskiy,UZ,40.4272,71.7189,74.12,43,63,9.22,broken clouds
482,Stephenville,US,32.2207,-98.2023,87.8,57,1,8.05,clear sky
483,Riberalta,BO,-10.9833,-66.1,78.82,51,18,2.01,few clouds
484,Rawson,AR,-43.3002,-65.1023,49.73,50,0,24.74,clear sky
485,Coihaique,CL,-45.5752,-72.0662,40.95,75,90,5.75,overcast clouds
486,Biak,ID,-0.9131,122.8766,77.0,89,100,5.84,overcast clouds
487,Ishigaki,JP,24.3448,124.1572,84.88,75,100,10.54,overcast clouds
488,Pringsewu,ID,-5.3582,104.9744,77.29,78,99,3.89,overcast clouds
489,Ussel,FR,45.55,2.3167,49.73,99,100,3.4,overcast clouds
490,Ouesso,CG,1.6136,16.0517,74.3,75,100,2.66,overcast clouds
491,Dillon,US,34.4166,-79.3712,85.24,68,37,8.08,scattered clouds
492,Guerrero Negro,MX,27.9769,-114.0611,74.01,68,100,16.55,overcast clouds
493,Shingu,JP,33.7333,135.9833,82.9,68,80,4.05,broken clouds
494,Marfino,RU,55.7028,37.3822,71.1,81,0,4.47,clear sky
495,Champerico,GT,14.3,-91.9167,83.35,74,100,6.02,overcast clouds
496,Pathein,MM,16.7833,94.7333,81.0,84,100,1.68,overcast clouds
497,Kodino,RU,63.7198,39.6447,65.05,65,98,3.09,overcast clouds
498,Najran,SA,17.4924,44.1277,82.36,23,100,3.06,overcast clouds
499,Outjo,NA,-20.1167,16.15,46.54,43,0,9.04,clear sky
500,Quito,EC,-0.2299,-78.5249,50.41,91,31,2.59,light rain
501,Gushikawa,JP,26.3544,127.8686,89.19,70,40,10.36,scattered clouds
502,Nicoya,CR,10.1483,-85.452,78.35,87,100,4.41,overcast clouds
503,Tocopilla,CL,-22.092,-70.1979,60.8,77,80,9.6,broken clouds
504,Evanston,US,42.0411,-87.6901,80.96,73,75,1.01,broken clouds
505,Saint-Georges,GD,12.0564,-61.7485,80.28,78,20,11.5,few clouds
506,Jinxiang,CN,27.4327,120.6062,83.62,78,100,2.06,overcast clouds
507,Rendeux,BE,50.2342,5.5041,63.55,100,100,12.44,overcast clouds
508,Beroroha,MG,-21.6667,45.1667,63.43,63,0,4.63,clear sky
509,Marawi,PH,7.9986,124.2928,77.65,69,20,2.13,few clouds
510,Kjollefjord,NO,70.9457,27.3465,49.24,85,12,4.79,few clouds
511,Dunmore East,IE,52.1514,-6.9861,64.09,70,75,10.07,broken clouds
512,Mentougou,CN,39.9392,116.0917,81.54,89,100,3.36,overcast clouds
513,Hegang,CN,47.4,130.3667,76.39,91,100,1.01,overcast clouds
514,Manokwari,ID,-0.8667,134.0833,79.74,79,100,2.15,overcast clouds
515,Parakou,BJ,9.3372,2.6303,71.01,95,93,3.91,overcast clouds
516,Port Lincoln,AU,-34.7333,135.8667,58.96,70,15,21.41,few clouds
517,Tura,IN,25.5198,90.2201,76.01,95,99,5.37,overcast clouds
518,Matamoros,MX,25.5333,-103.25,82.51,45,75,9.22,broken clouds
519,Kem,RU,64.9555,34.5793,54.39,86,51,6.78,broken clouds
520,Ballina,AU,-28.8667,153.5667,68.77,68,100,9.51,overcast clouds
521,Turbat,PK,26.0023,63.044,87.8,68,100,13.04,light rain
522,Mazyr,BY,52.0495,29.2456,70.03,77,1,7.29,clear sky
523,Na Wa,TH,17.4897,104.1006,85.19,78,50,6.33,scattered clouds
524,Asau,RO,46.4333,26.4,65.95,86,0,3.89,clear sky
525,Cootamundra,AU,-34.65,148.0333,55.94,82,11,10.69,few clouds
526,Bure,ET,10.7,37.0667,55.99,96,100,1.97,overcast clouds
527,Zelenoborsk,RU,61.4669,64.0333,48.61,59,3,5.64,clear sky
528,Asyut,EG,27.181,31.1837,82.63,28,11,9.6,few clouds
529,Moussoro,TD,13.6408,16.4901,87.06,49,100,11.36,overcast clouds
530,Orchard Homes,US,46.8633,-114.0484,94.59,26,1,0.0,clear sky
531,Plouzane,FR,48.3833,-4.6167,59.18,94,90,4.61,overcast clouds
532,Port Hedland,AU,-20.3167,118.5667,71.65,46,5,12.66,clear sky
533,Antropovo,RU,58.3988,43.0066,62.31,88,35,1.48,scattered clouds
534,Real,PH,14.6625,121.6047,87.13,72,100,0.92,overcast clouds
535,Merced,US,37.1666,-120.7516,98.94,13,1,10.67,clear sky
536,Enshi,CN,30.3,109.4833,82.33,84,100,2.66,overcast clouds
537,Cheremukhovo,RU,60.3484,59.9851,48.94,68,3,0.4,clear sky
538,Chernihiv,UA,51.0,32.0,69.67,68,6,6.93,clear sky
539,Severo-Yeniseyskiy,RU,60.3725,93.0408,65.08,65,100,3.8,overcast clouds
540,Vila Velha,BR,-20.3297,-40.2925,70.38,88,44,7.29,scattered clouds
541,Buala,SB,-8.145,159.5921,85.3,71,88,12.48,overcast clouds
542,Grindavik,IS,63.8424,-22.4338,48.67,87,75,12.66,broken clouds
543,Sechura,PE,-5.5569,-80.8222,67.24,74,4,15.05,clear sky
544,Altayskoye,RU,51.9533,85.3325,63.77,74,54,0.69,broken clouds
545,Umm Lajj,SA,25.0213,37.2685,83.66,54,16,6.35,few clouds
546,Zhanaozen,KZ,43.3,52.8,74.86,39,0,11.77,clear sky
547,Balkanabat,TM,39.5108,54.3671,85.08,19,48,14.43,scattered clouds
548,Ubinskoye,RU,55.3068,79.6802,54.66,96,100,11.5,overcast clouds
549,Mayya,RU,61.7333,130.2811,77.83,45,100,2.44,overcast clouds
550,Botwood,CA,49.1499,-55.3482,61.68,67,100,7.09,overcast clouds
551,Ngunguru,NZ,-35.6167,174.5,56.66,55,8,7.45,clear sky
552,Cap Malheureux,MU,-19.9842,57.6142,66.47,78,0,7.0,clear sky
553,Mount Darwin,ZW,-16.7725,31.5838,53.2,94,3,5.61,clear sky
554,Falcoiu,RO,44.2333,24.3667,74.32,71,0,8.93,clear sky
555,Nur,PL,52.6683,22.3221,68.79,80,100,4.14,overcast clouds
556,Fereydun Kenar,IR,36.6864,52.5225,78.73,73,100,10.92,overcast clouds
557,Otaru,JP,43.1894,141.0022,76.41,69,19,4.03,few clouds
558,Zhigansk,RU,66.7697,123.3711,55.06,41,5,12.06,clear sky
559,Nagornyy,RU,52.7959,83.5498,63.75,84,17,14.41,few clouds
560,Tazovskiy,RU,67.4667,78.7,47.71,65,78,3.02,broken clouds
561,Lakes Entrance,AU,-37.8811,147.981,65.17,58,13,8.93,few clouds
562,Kupino,RU,54.3663,77.2981,48.79,92,100,14.99,overcast clouds
563,Pisco,PE,-13.7,-76.2167,65.01,80,7,2.04,clear sky
564,Castries,LC,13.9957,-61.0061,78.87,79,15,14.92,few clouds
565,Egersund,NO,58.4513,5.9997,59.72,95,28,12.97,scattered clouds
566,Ponferrada,ES,42.5466,-6.5962,61.21,85,91,1.99,overcast clouds
567,Sturgeon Falls,CA,46.3646,-79.9326,68.25,87,93,8.59,overcast clouds
568,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,68.59,52,75,6.71,broken clouds
569,Nurota,UZ,40.5614,65.6886,68.09,34,34,10.16,scattered clouds
570,Jacareacanga,BR,-6.2222,-57.7528,77.22,50,2,0.45,clear sky
571,Takoradi,GH,4.8845,-1.7554,74.97,87,100,8.3,light rain
572,Basavana Bagevadi,IN,16.5833,75.9667,70.63,92,100,16.06,light rain
573,Vallenar,CL,-28.5708,-70.7581,55.54,61,0,1.25,clear sky
574,Yerbogachen,RU,61.2767,108.0108,63.18,66,100,13.13,overcast clouds
575,Iquique,CL,-20.2208,-70.1431,60.84,78,56,3.53,broken clouds
576,Afsin,TR,38.2477,36.914,60.75,71,0,5.1,clear sky
577,Kommunar,RU,59.6206,30.39,69.33,86,73,0.81,broken clouds
578,Thaba Nchu,ZA,-29.2093,26.839,28.98,53,0,5.21,clear sky
579,Baherden,TM,38.4362,57.4316,76.46,22,10,4.16,clear sky
580,Quatre Cocos,MU,-20.2078,57.7625,66.09,76,8,10.33,clear sky
581,Canutama,BR,-6.5339,-64.3831,78.08,64,1,0.85,clear sky
582,Payo,ID,-3.7508,103.6372,75.4,72,96,1.28,overcast clouds
583,Rock Sound,BS,24.9,-76.2,81.28,77,0,18.1,clear sky
584,Bukachacha,RU,52.9833,116.9167,66.04,74,93,3.78,overcast clouds
585,Nhulunbuy,AU,-12.2333,136.7667,83.01,74,75,12.66,broken clouds
586,Vilhena,BR,-12.7406,-60.1458,69.42,44,6,3.27,clear sky
587,Atar,MR,20.5169,-13.0499,89.24,35,0,14.32,clear sky
588,La Sarre,CA,48.8002,-79.1996,62.94,75,98,3.98,overcast clouds
589,Choix,MX,26.7092,-108.3219,83.43,67,99,3.02,overcast clouds
590,Pozo Colorado,PY,-23.4923,-58.7972,80.62,46,100,7.78,overcast clouds
591,Saryg-Sep,RU,51.5,95.6,72.36,45,44,2.51,scattered clouds
592,Muli,MV,2.9167,73.5667,81.39,75,91,5.88,overcast clouds
593,Lugus,PH,5.7036,120.8203,81.21,78,100,0.87,overcast clouds
594,Tastur,TN,36.5513,9.4431,69.48,65,0,3.22,clear sky
595,Broome,US,42.2506,-75.833,73.15,86,1,0.0,clear sky
596,Mafeteng,LS,-29.823,27.2374,29.3,48,0,3.36,clear sky
597,Aleksandrovskoye,RU,44.7142,43.0008,59.14,46,0,0.98,clear sky
598,Algiers,DZ,36.7525,3.042,67.82,83,0,3.44,clear sky
599,Mana,GF,5.6592,-53.7767,77.77,87,100,9.04,overcast clouds
600,Wanning,CN,18.8003,110.3967,86.22,70,58,3.06,broken clouds
601,Andenes,NO,69.3143,16.1194,58.46,93,90,3.44,overcast clouds
602,Igrim,RU,63.1906,64.4162,50.38,59,7,2.64,clear sky
603,Balboa,CO,2.0396,-77.2168,61.93,92,86,3.15,moderate rain
604,Oranjemund,NA,-28.55,16.4333,55.65,34,0,7.34,clear sky
605,Ambunti,PG,-4.2365,142.8448,88.23,63,96,1.14,overcast clouds
606,Vytegra,RU,61.0064,36.4481,65.16,68,8,3.11,clear sky
607,Jackson,US,42.4165,-122.8345,94.87,27,1,12.66,clear sky
608,Novouzensk,RU,50.4592,48.1431,67.82,75,95,6.89,overcast clouds
609,Amalapuram,IN,16.5833,82.0167,79.18,93,100,4.74,overcast clouds
610,Yumen,CN,40.2833,97.2,75.72,41,91,4.65,overcast clouds
611,Viet Tri,VN,21.3019,105.4308,85.95,76,17,2.98,few clouds
612,Flinders,AU,-34.5833,150.8552,71.38,66,0,4.0,clear sky
613,Mehamn,NO,71.0357,27.8492,48.79,87,24,4.65,few clouds
614,Trairi,BR,-3.2778,-39.2689,79.21,79,10,10.31,clear sky
615,Severomorsk,RU,69.0689,33.4162,45.0,92,23,1.28,few clouds
616,San Patricio,US,28.017,-97.5169,84.83,71,17,9.53,few clouds
617,Jutai,BR,-5.1833,-68.9,75.6,84,79,2.77,broken clouds
618,Obo,CF,5.3998,26.4869,67.01,99,100,3.13,light rain
619,Bandarbeyla,SO,9.4942,50.8122,77.83,74,100,25.37,overcast clouds
620,Camocim,BR,-2.9022,-40.8411,76.78,85,11,9.17,few clouds
621,Graciano Sanchez,MX,23.9167,-99.2833,85.15,61,82,5.17,broken clouds
622,Shenzhen,CN,22.5455,114.0683,89.28,94,55,3.4,broken clouds
623,Talas,TR,38.6908,35.5538,57.87,82,0,2.3,clear sky
624,Burnie,AU,-41.0667,145.9167,53.62,93,100,12.19,light rain
625,Asahi,JP,35.7167,140.65,79.18,75,100,6.38,overcast clouds
626,Nizhneangarsk,RU,55.7833,109.55,51.93,99,100,2.91,light rain
627,Charlestown,AU,-32.95,151.6667,67.57,84,14,1.99,few clouds
628,Ono,JP,34.85,134.9333,79.88,64,84,4.94,broken clouds
629,Necochea,AR,-38.5473,-58.7368,44.71,73,58,9.15,broken clouds
630,Beringovskiy,RU,63.05,179.3167,59.2,68,5,13.02,clear sky
631,Caconda,AO,-13.7333,15.0667,53.82,41,6,2.98,clear sky
632,Faya,SA,18.3851,42.4509,64.92,54,94,6.93,overcast clouds
633,Kondinskoye,RU,59.6481,67.41,46.49,82,100,13.58,light rain
634,Jacqueville,CI,5.2052,-4.4146,78.71,78,99,12.37,overcast clouds
635,Aragarcas,BR,-15.8975,-52.2508,70.68,39,0,1.83,clear sky
636,Lamu,KE,-2.2717,40.902,73.62,82,84,15.41,light rain
637,Ajdabiya,LY,30.7554,20.2263,78.49,58,2,9.66,clear sky
638,Kinshasa,CD,-4.3246,15.3215,73.36,54,95,1.21,overcast clouds
639,Yulara,AU,-25.2406,130.9889,64.24,42,12,14.97,few clouds
640,Misratah,LY,32.3754,15.0925,79.41,82,0,12.46,clear sky
641,San Matias,BO,-16.3667,-58.4,76.32,34,3,5.37,clear sky
642,Matane,CA,48.8286,-67.522,70.84,1,100,14.88,overcast clouds
643,Sabha,LY,27.0377,14.4283,84.13,23,0,9.93,clear sky
644,Sharan,RU,54.8167,54.0,55.09,62,29,0.72,scattered clouds
645,Ust-Maya,RU,60.4167,134.5333,77.52,44,25,4.16,scattered clouds
646,Riyadh,SA,24.6877,46.7219,86.14,17,71,3.83,broken clouds
647,Portland,US,45.5234,-122.6762,86.7,50,1,1.99,clear sky
648,Lazarev,RU,52.225,141.5131,58.98,96,100,12.17,overcast clouds
649,Bardiyah,LY,31.7561,25.0865,77.54,81,0,15.66,clear sky
650,Moose Factory,CA,51.2585,-80.6094,56.21,69,0,4.76,clear sky
651,Mitu,CO,1.1983,-70.1733,71.76,98,97,1.39,light rain
652,Ola,RU,59.5833,151.2833,62.2,73,100,3.0,overcast clouds
653,Iranduba,BR,-3.2847,-60.1861,80.89,86,44,1.43,scattered clouds
654,Placerville,US,38.7296,-120.7986,96.49,24,1,4.0,clear sky
655,Port Blair,IN,11.6667,92.75,81.41,81,100,8.99,light rain
656,Arman,RU,59.7,150.1667,71.74,48,91,11.18,overcast clouds
657,Vardo,NO,70.3705,31.1107,49.53,91,100,1.19,overcast clouds
658,Uniontown,US,39.9001,-79.7164,79.14,91,65,4.09,broken clouds
659,Kaitong,CN,44.8135,123.15,80.85,76,100,15.93,overcast clouds
660,Dolores,AR,-36.3132,-57.6792,45.43,82,100,5.88,overcast clouds
661,Noshiro,JP,40.2039,140.0242,81.61,66,9,2.73,clear sky
