City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
273,Kavieng,PG,2021-07-13 00:28:22,-2.5744,150.7967,84.78,70,61,17.09
274,Cardston,CA,2021-07-13 00:32:45,49.2,-113.3019,83.46,28,16,4.61
275,Carutapera,BR,2021-07-13 00:32:46,-1.195,-46.02,75.85,93,95,6.04
276,Apatfalva,HU,2021-07-13 00:32:46,46.1667,20.5833,74.03,57,0,4.14
277,Sisimiut,GL,2021-07-13 00:32:47,66.9395,-53.6735,44.1,65,100,2.84
278,Suluq,LY,2021-07-13 00:32:47,31.6682,20.2521,78.1,69,0,9.08
279,Gimli,CA,2021-07-13 00:29:45,50.6336,-96.9907,81.05,53,68,5.75
280,Puerto Baquerizo Moreno,EC,2021-07-13 00:32:47,-0.9,-89.6,71.71,80,41,10.11
281,Jhol,PK,2021-07-13 00:32:47,25.9551,68.8882,84.27,70,100,3.96
282,Banamba,ML,2021-07-13 00:32:48,13.55,-7.45,82.78,60,58,6.29
283,Arcata,US,2021-07-13 00:31:28,40.8665,-124.0828,62.13,79,40,4.0
284,Palmer,US,2021-07-13 00:32:49,42.1584,-72.3287,69.4,79,90,1.01
285,Pyaozerskiy,RU,2021-07-13 00:32:49,65.8333,31.1667,57.92,75,28,5.21
286,Alekseyevsk,RU,2021-07-13 00:32:49,57.8406,108.3492,74.08,47,1,1.9
287,Manono,CD,2021-07-13 00:32:50,-7.3,27.4167,67.12,39,5,3.83
288,Chumikan,RU,2021-07-13 00:32:50,54.7183,135.315,52.86,94,100,5.48
289,Saquena,PE,2021-07-13 00:32:50,-4.6667,-73.5167,72.36,98,100,1.7
290,Kahului,US,2021-07-13 00:31:59,20.8947,-156.47,86.02,60,40,21.85
291,Ballina,AU,2021-07-13 00:32:51,-28.8667,153.5667,63.79,67,0,0.0
292,Hambantota,LK,2021-07-13 00:32:51,6.1241,81.1185,77.34,100,0,9.22
293,Araouane,ML,2021-07-13 00:32:52,18.9048,-3.5265,95.2,14,5,2.93
294,Paraisopolis,BR,2021-07-13 00:32:52,-22.5542,-45.78,59.04,66,0,2.66
295,Flin Flon,CA,2021-07-13 00:32:52,54.7682,-101.865,73.69,37,7,10.71
296,Sao Filipe,CV,2021-07-13 00:32:53,14.8961,-24.4956,72.3,80,71,3.29
297,Novikovo,RU,2021-07-13 00:32:53,51.1537,37.8879,63.97,67,0,6.29
298,Raudeberg,NO,2021-07-13 00:32:54,61.9875,5.1352,59.86,91,100,7.27
299,Strezhevoy,RU,2021-07-13 00:32:54,60.7333,77.5889,51.78,70,100,10.31
300,Mastic Beach,US,2021-07-13 00:32:54,40.7668,-72.8521,74.53,84,90,1.01
301,San Patricio,US,2021-07-13 00:32:55,28.017,-97.5169,88.52,78,100,10.56
302,Asau,RO,2021-07-13 00:32:55,46.4333,26.4,67.39,89,15,4.45
303,Tabou,CI,2021-07-13 00:32:55,4.423,-7.3528,76.48,78,100,9.78
304,Leshukonskoye,RU,2021-07-13 00:32:56,64.8989,45.7622,55.38,50,100,4.14
305,Mabaruma,GY,2021-07-13 00:32:56,8.2,-59.7833,74.75,97,100,3.85
306,Brigantine,US,2021-07-13 00:32:56,39.4101,-74.3646,80.89,85,20,3.44
307,Beloha,MG,2021-07-13 00:32:57,-25.1667,45.05,63.16,66,0,7.2
308,Shimoda,JP,2021-07-13 00:32:57,34.6667,138.95,73.76,76,100,2.62
309,Riverton,US,2021-07-13 00:32:57,40.5219,-111.9391,105.44,17,1,1.01
310,Waipawa,NZ,2021-07-13 00:32:58,-41.4122,175.5153,47.03,71,82,8.01
311,Kazerun,IR,2021-07-13 00:32:58,29.6195,51.6541,86.04,13,0,1.72
312,Kirkwall,GB,2021-07-13 00:29:47,58.9848,-2.9587,55.74,100,90,0.0
313,Yulara,AU,2021-07-13 00:32:58,-25.2406,130.9889,60.64,39,100,2.3
314,Port-Gentil,GA,2021-07-13 00:32:59,-0.7193,8.7815,75.76,83,100,14.16
315,Akdepe,TM,2021-07-13 00:32:59,42.0551,59.3788,73.49,41,31,5.88
316,Sarangani,PH,2021-07-13 00:32:59,5.4033,125.4636,82.11,76,99,14.27
317,Port Hardy,CA,2021-07-13 00:33:00,50.6996,-127.4199,62.78,72,20,11.5
318,Porto Novo,BJ,2021-07-13 00:33:00,6.4965,2.6036,78.62,84,94,7.05
319,Sakaraha,MG,2021-07-13 00:33:00,-22.9,44.5333,58.91,64,0,3.18
320,Grindavik,IS,2021-07-13 00:33:01,63.8424,-22.4338,50.56,93,90,10.36
321,Berberati,CF,2021-07-13 00:33:01,4.2612,15.7922,68.27,96,98,2.01
322,Cidreira,BR,2021-07-13 00:33:01,-30.1811,-50.2056,60.08,91,100,9.35
323,Winsum,NL,2021-07-13 00:33:02,53.33,6.5208,67.98,52,100,5.48
324,Roald,NO,2021-07-13 00:33:02,62.5833,6.1333,62.17,94,75,10.36
325,Sungaipenuh,ID,2021-07-13 00:33:02,-2.0833,101.3833,66.15,97,100,2.28
326,Isangel,VU,2021-07-13 00:33:03,-19.55,169.2667,77.11,78,90,0.0
327,Lolodorf,CM,2021-07-13 00:33:03,3.2333,10.7333,68.65,100,100,1.86
328,Kyren,RU,2021-07-13 00:33:03,51.6828,102.1408,62.76,83,100,2.57
329,Te Anau,NZ,2021-07-13 00:33:04,-45.4167,167.7167,41.76,79,14,0.09
330,Harper,LR,2021-07-13 00:33:04,4.375,-7.7169,76.51,79,100,10.27
331,Batagay-Alyta,RU,2021-07-13 00:28:46,67.8006,130.4114,56.12,73,78,2.48
332,Chester,US,2021-07-13 00:33:05,40.1254,-75.8749,78.15,94,1,1.99
333,Arua,UG,2021-07-13 00:33:05,3.0201,30.9111,62.38,87,89,1.9
334,Rincon,US,2021-07-13 00:33:06,32.296,-81.2354,84.38,77,40,1.01
335,Kirakira,SB,2021-07-13 00:33:06,-10.4544,161.9205,84.22,72,34,8.93
336,Kang,BW,2021-07-13 00:33:06,-23.6752,22.7876,42.69,49,0,9.26
337,Loiza,PR,2021-07-13 00:33:06,18.4313,-65.8802,82.87,78,75,12.66
338,Sawakin,SD,2021-07-13 00:33:07,19.1059,37.3321,91.09,39,19,5.03
339,Abu Samrah,SY,2021-07-13 00:33:07,35.3029,37.1841,74.95,62,0,9.26
340,Mount Gambier,AU,2021-07-13 00:31:47,-37.8333,140.7667,51.71,93,90,9.22
341,Nueve De Julio,AR,2021-07-13 00:33:08,-35.4444,-60.8831,54.72,65,100,5.93
342,Cayenne,GF,2021-07-13 00:31:38,4.9333,-52.3333,81.09,84,75,1.01
343,Nantucket,US,2021-07-13 00:30:55,41.2835,-70.0995,66.34,95,90,13.8
344,Touros,BR,2021-07-13 00:32:10,-5.1989,-35.4608,77.9,81,100,13.44
345,Otradnoye,RU,2021-07-13 00:30:04,59.7775,30.8181,65.17,64,0,1.88
346,Camacupa,AO,2021-07-13 00:33:09,-12.0167,17.4833,51.98,34,37,1.88
347,Korla,CN,2021-07-13 00:33:09,41.7597,86.1469,79.25,34,100,7.02
348,Aitape,PG,2021-07-13 00:33:10,-3.1374,142.3475,86.43,64,39,6.98
349,Mehamn,NO,2021-07-13 00:33:10,71.0357,27.8492,51.48,88,22,17.72
350,Nieuw Amsterdam,SR,2021-07-13 00:33:11,5.8833,-55.0833,81.01,88,40,6.91
351,Kawalu,ID,2021-07-13 00:33:11,-7.3817,108.2082,76.33,84,70,2.15
352,Umba,RU,2021-07-13 00:33:11,66.6871,34.3429,54.7,94,44,1.66
353,Launceston,AU,2021-07-13 00:32:40,-41.45,147.1667,53.24,94,75,5.01
354,Jequie,BR,2021-07-13 00:33:12,-13.8575,-40.0836,64.99,92,28,3.47
355,Opuwo,NA,2021-07-13 00:33:12,-18.0607,13.84,53.85,40,0,5.5
356,Olavarria,AR,2021-07-13 00:33:13,-36.8927,-60.3225,47.59,71,6,7.52
357,Victoria,HK,2021-07-13 00:30:55,22.2855,114.1577,87.96,75,62,1.01
358,Nioro,GM,2021-07-13 00:33:13,13.35,-15.75,77.63,85,100,6.4
359,Ghanzi,BW,2021-07-13 00:33:13,-21.5667,21.7833,49.05,27,0,13.44
360,Maryborough,AU,2021-07-13 00:33:14,-25.5333,152.7,69.12,59,0,3.51
361,Yar-Sale,RU,2021-07-13 00:33:14,66.8333,70.8333,42.4,66,73,10.87
362,Port Lincoln,AU,2021-07-13 00:30:06,-34.7333,135.8667,54.52,64,100,14.76
363,Palu,ID,2021-07-13 00:29:58,-0.8917,119.8707,79.79,86,46,1.61
364,Kaitangata,NZ,2021-07-13 00:33:15,-46.2817,169.8464,48.92,73,68,6.38
365,Saint-Francois,FR,2021-07-13 00:33:15,46.4154,3.9054,57.47,93,90,3.44
366,Narsaq,GL,2021-07-13 00:33:16,60.9167,-46.05,48.42,88,100,2.64
367,Menongue,AO,2021-07-13 00:29:15,-14.6585,17.691,47.25,39,43,2.91
368,Teya,RU,2021-07-13 00:33:16,60.3778,92.6267,59.59,47,38,1.61
369,Kholtoson,RU,2021-07-13 00:33:17,50.2981,103.3097,57.99,80,100,5.95
370,Pontalina,BR,2021-07-13 00:33:17,-17.525,-49.4472,65.35,39,0,5.95
371,Kiwira,TZ,2021-07-13 00:33:19,-9.1667,33.5333,53.56,93,71,1.61
372,Madikeri,IN,2021-07-13 00:33:19,12.4167,75.7333,63.81,98,100,5.03
373,Nerja,ES,2021-07-13 00:33:20,36.7585,-3.8873,81.54,31,0,13.35
374,The Valley,AI,2021-07-13 00:33:20,18.217,-63.0578,82.26,79,100,19.93
375,Miloslavskoye,RU,2021-07-13 00:33:20,53.5815,39.4399,61.72,70,0,2.86
376,Liwale,TZ,2021-07-13 00:33:21,-9.7667,37.9333,62.69,96,60,2.3
377,Yarada,IN,2021-07-13 00:33:21,17.65,83.2667,80.92,100,75,2.3
378,Surt,LY,2021-07-13 00:33:21,31.2089,16.5887,78.53,74,0,7.72
379,Sao Jose Da Coroa Grande,BR,2021-07-13 00:33:22,-8.8978,-35.1478,75.43,82,15,10.0
380,Yazd,IR,2021-07-13 00:33:22,31.8972,54.3675,87.91,19,5,4.61
381,Esmeraldas,BR,2021-07-13 00:33:23,-19.7625,-44.3139,65.26,56,0,4.68
382,Oistins,BB,2021-07-13 00:33:23,13.0667,-59.5333,78.89,89,75,18.41
383,Shediac,CA,2021-07-13 00:33:23,46.2198,-64.5411,66.83,72,20,8.05
384,Felanitx,ES,2021-07-13 00:33:24,39.4696,3.1483,73.96,70,100,17.58
385,Noumea,NC,2021-07-13 00:28:28,-22.2763,166.4572,70.0,99,97,11.77
386,Ploemeur,FR,2021-07-13 00:33:24,47.7333,-3.4333,57.94,95,0,5.75
387,Cananea,MX,2021-07-13 00:33:24,30.95,-110.3,92.84,29,89,2.19
388,Kumluca,TR,2021-07-13 00:33:25,36.3703,30.2869,81.09,56,0,2.08
389,Port Hedland,AU,2021-07-13 00:33:25,-20.3167,118.5667,69.85,100,90,0.0
390,Marzuq,YE,2021-07-13 00:33:26,14.4,46.4667,76.86,62,100,7.99
391,Strathmore,CA,2021-07-13 00:30:06,51.0501,-113.3852,80.58,42,3,7.52
392,Flinders,AU,2021-07-13 00:33:26,-34.5833,150.8552,65.05,77,40,1.01
393,Kieta,PG,2021-07-13 00:33:26,-6.2167,155.6333,84.92,68,92,5.86
394,Pihani,IN,2021-07-13 00:33:27,27.6333,80.2,84.45,72,83,7.94
395,Shache,CN,2021-07-13 00:33:27,38.4167,77.2406,75.88,43,70,6.06
396,Biak,ID,2021-07-13 00:33:27,-0.9131,122.8766,80.06,76,100,7.72
397,Semnan,IR,2021-07-13 00:33:28,35.5729,53.3971,80.35,45,0,8.75
398,Belton,US,2021-07-13 00:33:28,38.812,-94.5319,78.48,76,90,4.61
399,San Isidro,PE,2021-07-13 00:33:29,-12.1167,-77.05,65.01,89,90,6.91
400,Clyde River,CA,2021-07-13 00:33:29,70.4692,-68.5914,50.23,76,90,12.66
401,Fairbanks,US,2021-07-13 00:33:01,64.8378,-147.7164,80.6,29,1,3.0
402,Torbay,CA,2021-07-13 00:33:30,47.6666,-52.7314,53.58,94,90,24.16
403,Bambous Virieux,MU,2021-07-13 00:33:30,-20.3428,57.7575,70.05,68,40,11.5
404,Gambela,ET,2021-07-13 00:33:30,8.25,34.5833,70.03,90,100,4.23
405,Kurumkan,RU,2021-07-13 00:33:31,54.3,110.3,68.92,62,0,4.12
406,Portland,US,2021-07-13 00:28:43,45.5234,-122.6762,91.62,40,20,1.99
407,Klaksvik,FO,2021-07-13 00:33:31,62.2266,-6.589,52.72,93,100,0.72
408,Aykhal,RU,2021-07-13 00:33:32,66.0,111.5,62.98,68,100,11.12
409,Basco,PH,2021-07-13 00:33:32,20.4487,121.9702,84.34,78,52,12.64
410,Bowen,AU,2021-07-13 00:33:32,-20.0167,148.2333,71.82,69,25,10.69
411,Perth,AU,2021-07-13 00:30:06,-31.9333,115.8333,64.09,82,75,12.66
412,High Rock,BS,2021-07-13 00:33:33,26.6208,-78.2833,82.42,75,41,19.93
413,Sao Felix Do Xingu,BR,2021-07-13 00:33:33,-6.6447,-51.995,81.77,45,100,1.66
414,Mingguang,CN,2021-07-13 00:33:33,32.7802,117.9638,84.04,77,100,5.79
415,Port Shepstone,ZA,2021-07-13 00:33:34,-30.7414,30.455,68.83,37,5,15.61
416,Jurmala,LV,2021-07-13 00:33:34,56.968,23.7704,73.42,78,0,5.75
417,Soe,ID,2021-07-13 00:33:34,-9.8607,124.284,74.53,47,15,7.11
418,Vrangel,RU,2021-07-13 00:33:35,42.7297,133.0839,70.86,87,58,4.43
419,Troitskoye,RU,2021-07-13 00:33:35,52.9821,84.6757,63.81,91,99,5.14
420,Guerrero Negro,MX,2021-07-13 00:29:46,27.9769,-114.0611,75.13,66,85,14.58
421,Phalaborwa,ZA,2021-07-13 00:33:36,-23.943,31.1411,60.08,40,0,7.36
422,Kautokeino,NO,2021-07-13 00:33:36,69.0125,23.0412,53.02,91,5,5.73
423,Piacabucu,BR,2021-07-13 00:33:37,-10.4056,-36.4344,73.27,85,3,6.58
424,Gizo,SB,2021-07-13 00:33:37,-8.103,156.8419,83.57,71,25,4.54
425,Tunceli,TR,2021-07-13 00:33:37,39.1083,39.5471,79.66,57,0,5.75
426,Aksu,CN,2021-07-13 00:33:37,41.1231,80.2644,77.34,32,36,3.62
427,Nova Olinda Do Norte,BR,2021-07-13 00:33:38,-3.8881,-59.0942,79.66,76,100,1.72
428,Madang,PG,2021-07-13 00:33:38,-5.2246,145.7966,82.29,81,71,3.11
429,Saint-Augustin,CA,2021-07-13 00:33:38,51.226,-58.6502,54.01,73,15,3.91
430,Anan,JP,2021-07-13 00:33:39,33.9167,134.65,82.58,75,24,2.84
431,Cerro Azul,MX,2021-07-13 00:33:39,21.2,-97.7333,78.15,81,100,7.85
432,Berlevag,NO,2021-07-13 00:33:40,70.8578,29.0864,51.33,87,64,17.74
433,Rabo De Peixe,PT,2021-07-13 00:30:15,37.8,-25.5833,65.71,82,40,6.91
434,Lerwick,GB,2021-07-13 00:33:40,60.1545,-1.1494,57.2,96,100,0.81
435,Vaitape,PF,2021-07-13 00:33:40,-16.5167,-151.75,79.86,72,12,21.54
436,Borzya,RU,2021-07-13 00:32:14,50.3833,116.5167,71.26,76,100,3.78
437,Iquitos,PE,2021-07-13 00:33:41,-3.7481,-73.2472,77.04,94,75,2.3
438,Chapais,CA,2021-07-13 00:33:41,49.7834,-74.8492,73.18,52,0,4.52
439,Edd,ER,2021-07-13 00:33:41,13.9297,41.6925,91.15,58,100,4.61
440,Dudinka,RU,2021-07-13 00:33:42,69.4058,86.1778,37.85,71,99,12.08
441,Pontal Do Parana,BR,2021-07-13 00:33:42,-25.6533,-48.5128,64.72,97,99,2.39
442,Tukrah,LY,2021-07-13 00:33:42,32.5341,20.5791,77.25,82,0,7.92
443,Bereda,ES,2021-07-13 00:33:43,43.2686,-7.5406,57.92,97,100,1.61
444,Pincher Creek,CA,2021-07-13 00:30:08,49.4833,-113.952,81.28,36,1,10.36
445,Mikuni,JP,2021-07-13 00:33:43,36.2171,136.1519,82.31,75,9,5.53
446,Mosquera,CO,2021-07-13 00:33:43,4.7059,-74.2302,59.09,58,40,10.36
447,Presidencia Roque Saenz Pena,AR,2021-07-13 00:33:44,-26.7852,-60.4388,70.81,43,43,6.87
448,Arnedo,ES,2021-07-13 00:33:44,42.2167,-2.1,56.62,73,19,10.29
449,Naze,JP,2021-07-13 00:33:44,28.3667,129.4833,83.32,75,100,6.08
450,Okato,NZ,2021-07-13 00:33:45,-39.2,173.8833,52.43,62,16,9.53
451,Rustenburg,ZA,2021-07-13 00:33:45,-25.6676,27.2421,50.5,30,0,13.09
452,Skjervoy,NO,2021-07-13 00:33:45,70.0311,20.9714,54.7,83,82,7.99
453,Jiwani,PK,2021-07-13 00:33:46,25.05,61.7417,83.1,83,100,7.23
454,Luwuk,ID,2021-07-13 00:33:46,-0.9516,122.7875,82.15,76,100,6.31
455,Nova Olimpia,BR,2021-07-13 00:33:47,-14.7972,-57.2881,74.46,32,0,4.05
456,Harwich,GB,2021-07-13 00:33:47,51.9419,1.2844,63.0,96,84,4.0
457,Dorchester,US,2021-07-13 00:33:47,33.1002,-80.3831,83.07,82,1,4.61
458,Puerto Escondido,MX,2021-07-13 00:33:47,15.85,-97.0667,85.03,61,75,0.0
459,Verkhnevilyuysk,RU,2021-07-13 00:33:48,63.4453,120.3167,73.87,44,78,4.56
460,Marawi,PH,2021-07-13 00:33:48,7.9986,124.2928,72.64,80,100,1.01
461,Salmon Creek,US,2021-07-13 00:33:48,45.7107,-122.649,90.73,45,1,3.0
462,Naryan-Mar,RU,2021-07-13 00:33:49,67.6713,53.087,42.55,79,12,1.74
463,Matara,LK,2021-07-13 00:33:49,5.9485,80.5353,79.07,86,100,13.98
464,Alexandria,EG,2021-07-13 00:30:06,31.2156,29.9553,77.92,69,0,8.1
465,Jinchang,CN,2021-07-13 00:33:50,38.4953,102.1739,82.53,26,13,19.1
466,Ossora,RU,2021-07-13 00:33:11,59.2353,163.0719,62.24,70,42,3.58
467,Dukat,RU,2021-07-13 00:32:13,62.55,155.55,55.49,81,100,4.56
468,Dubti,ET,2021-07-13 00:33:50,11.7361,41.0853,91.18,41,100,4.16
469,Lata,PT,2021-07-13 00:33:51,40.1629,-8.3327,58.82,96,86,4.03
470,Shiraz,IR,2021-07-13 00:33:51,29.6036,52.5388,78.24,27,0,0.0
471,Norman Wells,CA,2021-07-13 00:33:51,65.282,-126.8329,80.64,24,20,11.5
472,Avera,US,2021-07-13 00:33:52,33.194,-82.5271,77.72,91,49,15.05
473,Lavrentiya,RU,2021-07-13 00:33:52,65.5833,-171.0,48.9,85,96,7.74
474,Vitim,RU,2021-07-13 00:33:52,59.4511,112.5578,74.3,44,5,4.16
475,Namie,JP,2021-07-13 00:33:53,37.4833,141.0,82.71,86,65,8.55
476,Emerald,AU,2021-07-13 00:33:53,-23.5333,148.1667,64.54,68,0,5.75
477,Valencia,ES,2021-07-13 00:33:54,39.3333,-0.8333,72.66,74,11,2.82
478,Baykit,RU,2021-07-13 00:33:54,61.67,96.37,60.58,60,42,1.95
479,Bougouni,ML,2021-07-13 00:33:54,11.417,-7.479,77.14,73,65,4.23
480,Skelleftea,SE,2021-07-13 00:33:55,64.7507,20.9528,59.36,69,55,2.3
481,Ca Mau,VN,2021-07-13 00:33:55,9.1769,105.15,82.06,79,68,0.56
482,Alugan,PH,2021-07-13 00:33:55,12.2188,125.4808,84.96,76,100,4.81
483,College,US,2021-07-13 00:33:56,64.8569,-147.8028,80.58,29,20,0.0
484,San Andres,CO,2021-07-13 00:33:56,12.5847,-81.7006,82.42,83,90,10.36
485,Novovasylivka,UA,2021-07-13 00:33:56,46.8315,35.7536,71.1,79,1,12.84
486,Enid,US,2021-07-13 00:29:08,36.3956,-97.8784,87.96,41,1,1.01
487,Usevya,TZ,2021-07-13 00:33:57,-7.1,31.2333,62.08,48,6,4.14
488,Ostersund,SE,2021-07-13 00:33:57,63.1792,14.6357,63.05,82,19,8.05
489,Ulety,RU,2021-07-13 00:33:58,51.3572,112.4849,68.7,73,23,1.01
490,Puerto Quijarro,BO,2021-07-13 00:33:58,-17.7833,-57.7667,72.05,39,0,2.44
491,Talmenka,RU,2021-07-13 00:33:58,53.8183,83.5677,67.44,88,41,5.17
492,Price,US,2021-07-13 00:33:59,39.5994,-110.8107,94.12,14,1,0.0
493,Chernyshevskiy,RU,2021-07-13 00:33:59,63.0128,112.4714,67.42,56,100,7.85
494,Alice Springs,AU,2021-07-13 00:34:00,-23.7,133.8833,71.15,18,89,19.57
495,Tautira,PF,2021-07-13 00:34:00,-17.7333,-149.15,84.22,75,9,19.57
496,Matamba,TZ,2021-07-13 00:34:00,-8.9833,33.9667,47.08,75,12,4.16
497,Lewistown,US,2021-07-13 00:31:53,40.5992,-77.5714,81.21,94,20,0.0
498,Onguday,RU,2021-07-13 00:34:01,50.75,86.15,59.16,87,71,2.1
499,Kandi,BJ,2021-07-13 00:34:01,11.1342,2.9386,70.41,91,100,4.23
500,Atambua,ID,2021-07-13 00:34:01,-9.1061,124.8925,79.48,47,9,3.74
501,Codrington,AU,2021-07-13 00:34:02,-38.2667,141.9667,53.26,87,100,12.41
502,Vilyuysk,RU,2021-07-13 00:33:14,63.7553,121.6247,73.76,43,51,4.05
503,Broome,US,2021-07-13 00:34:02,42.2506,-75.833,76.17,89,75,4.61
504,Dillon,US,2021-07-13 00:34:02,34.4166,-79.3712,85.48,80,64,7.52
505,Chiang Rai,TH,2021-07-13 00:34:03,19.9167,99.9167,77.13,100,20,2.3
506,Vagur,FO,2021-07-13 00:34:03,61.4732,-6.8119,52.48,82,100,6.58
507,Verkhnyaya Inta,RU,2021-07-13 00:34:03,65.9811,60.3094,45.66,66,21,3.74
508,Novyy Urengoy,RU,2021-07-13 00:34:04,66.0833,76.6333,44.4,56,100,10.65
509,Umm Lajj,SA,2021-07-13 00:34:04,25.0213,37.2685,85.1,55,7,8.99
510,Cairns,AU,2021-07-13 00:34:04,-16.9167,145.7667,78.06,78,90,9.22
511,Obihiro,JP,2021-07-13 00:34:05,42.9172,143.2044,67.41,93,100,4.59
512,Ajaccio,FR,2021-07-13 00:34:05,42.0,8.9167,73.89,65,0,4.61
513,Curuguaty,PY,2021-07-13 00:34:05,-24.4694,-55.6945,65.25,56,0,4.43
514,Vardo,NO,2021-07-13 00:34:06,70.3705,31.1107,52.12,87,100,11.45
515,Ambon,ID,2021-07-13 00:34:06,-3.6954,128.1814,80.74,89,40,3.44
516,Grajau,BR,2021-07-13 00:34:06,-5.8194,-46.1386,82.18,41,85,3.22
517,Bud,US,2021-07-13 00:34:07,39.447,-86.1758,78.89,85,98,7.11
518,Aguimes,ES,2021-07-13 00:34:07,27.9054,-15.4461,77.67,73,34,20.71
519,Nemuro,JP,2021-07-13 00:34:07,43.3236,145.575,66.63,88,95,8.05
520,Tessalit,ML,2021-07-13 00:34:08,20.1986,1.0114,94.62,10,6,4.94
521,Ixtapa,MX,2021-07-13 00:34:08,20.7,-105.2,88.83,58,75,3.44
522,Dongsheng,CN,2021-07-13 00:34:09,39.8161,109.9776,75.7,51,25,6.42
523,Lipin Bor,RU,2021-07-13 00:34:09,60.2622,37.9763,61.95,82,5,5.84
524,Am Timan,TD,2021-07-13 00:34:09,11.0297,20.2827,75.27,83,97,6.35
525,Sesvete,HR,2021-07-13 00:34:10,45.8311,16.1164,68.29,88,0,3.44
526,Maxixe,MZ,2021-07-13 00:34:10,-23.8597,35.3472,63.57,89,0,8.5
527,Diffa,NE,2021-07-13 00:34:10,13.3154,12.6113,81.77,61,48,13.89
528,Porto Santo,PT,2021-07-13 00:34:11,33.072,-16.3415,69.71,77,40,16.11
529,Minab,IR,2021-07-13 00:34:11,27.1467,57.0801,87.3,73,100,3.87
530,Ocos,GT,2021-07-13 00:34:11,14.5094,-92.1933,83.32,82,100,4.94
531,Evanton,GB,2021-07-13 00:34:12,57.6638,-4.34,60.13,92,99,2.06
532,Jackson,US,2021-07-13 00:34:12,42.4165,-122.8345,98.47,18,1,12.66
533,Jilin,CN,2021-07-13 00:34:12,43.0,126.0,82.4,68,100,8.25
534,Sur,OM,2021-07-13 00:34:13,22.5667,59.5289,86.14,68,100,2.84
535,Kismayo,SO,2021-07-13 00:34:13,-0.3582,42.5454,76.5,84,97,16.08
536,Camana,PE,2021-07-13 00:34:14,-16.6228,-72.7111,61.47,83,41,6.06
537,Agua Branca,BR,2021-07-13 00:34:14,-5.8922,-42.6361,83.55,41,100,9.6
538,Epe,NG,2021-07-13 00:34:14,6.5841,3.9834,75.11,88,100,4.81
539,Soller,ES,2021-07-13 00:34:15,39.7662,2.7152,74.86,71,69,1.99
540,Ribas Do Rio Pardo,BR,2021-07-13 00:34:15,-20.4431,-53.7592,67.98,37,0,4.41
541,Palembang,ID,2021-07-13 00:34:15,-2.9167,104.7458,75.29,94,20,3.44
542,Taoudenni,ML,2021-07-13 00:34:16,22.6783,-3.9836,100.35,17,60,6.06
543,Santiago De Cao,PE,2021-07-13 00:34:16,-7.9589,-79.2392,66.33,88,90,8.05
544,Bilma,NE,2021-07-13 00:34:17,18.6853,12.9164,88.14,29,100,8.08
545,Aleksandrovsk-Sakhalinskiy,RU,2021-07-13 00:34:17,50.8975,142.1561,67.82,86,93,10.96
546,Nikolayevsk-Na-Amure,RU,2021-07-13 00:34:17,53.1406,140.73,77.32,71,96,2.26
